,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
575697.3,0,0,0,0,2,0,0,1,5,1,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0
575797.3,1,0,1,0,1,0,0,0,2,3,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
575897.3,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
575997.3,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
576097.3,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,0,0,0,0
576197.3,0,0,1,0,0,0,0,0,4,1,1,3,0,0,0,0,0,0,0,0,1,3,0,0,2,0,7,0,0,0,0
576297.3,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
576397.3,0,0,1,0,0,0,0,0,5,1,0,3,0,0,0,1,0,0,0,0,2,4,0,0,3,0,0,0,0,0,0
576497.3,0,0,0,1,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0
576597.3,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
576697.3,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,3,0,1,0,0,0,0
576797.3,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0
576897.3,0,0,0,0,0,0,1,0,4,2,0,3,0,0,0,1,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0
576997.3,0,0,0,0,0,0,0,0,3,3,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
577097.3,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0
577197.3,0,0,0,0,0,2,1,0,3,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
577297.3,1,1,0,0,1,0,0,0,5,0,0,4,0,0,1,2,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0
577397.3,0,1,0,0,1,0,1,0,3,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
577497.3,0,1,0,0,0,0,0,0,4,1,0,2,0,0,1,3,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0
577597.3,0,0,0,0,2,0,0,0,5,2,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
577697.3,0,1,0,0,0,0,0,0,7,0,0,4,0,1,0,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
577797.3,0,0,1,0,0,0,1,0,7,1,0,4,0,1,0,2,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0
577897.3,0,1,1,0,2,0,0,0,5,2,0,3,0,1,1,3,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
577997.3,0,0,0,0,1,0,0,0,5,1,0,1,0,0,0,2,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0
578097.3,0,1,0,0,1,0,0,0,5,1,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
578197.3,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
578297.3,0,0,0,0,1,0,0,0,4,2,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
578397.3,0,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
578497.3,0,1,0,0,1,0,0,0,6,1,0,5,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0
578597.3,0,0,0,0,1,0,0,0,3,3,0,5,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
578697.3,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
578797.3,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0
578897.3,0,1,0,0,1,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0
578997.3,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0
579097.3,0,0,2,0,1,0,1,0,1,2,0,3,0,0,0,0,0,0,0,0,2,4,0,0,1,0,1,0,0,0,0
579197.3,0,0,0,0,1,0,1,0,1,4,0,2,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0
579297.3,0,0,1,0,1,1,0,0,2,3,0,2,0,2,0,0,0,0,0,0,4,5,0,0,1,0,1,0,0,0,0
579397.3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
579497.3,0,0,1,0,0,0,0,1,1,1,0,2,0,0,0,1,0,0,0,0,2,5,0,0,1,0,1,0,0,0,0
579597.3,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0
579697.3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0
579797.3,0,0,2,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0
579897.3,1,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0
579997.3,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
580097.3,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
580197.3,0,1,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0
580297.3,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0
580397.3,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0
580497.3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,4,0,0,2,0,1,0,0,0,0
580597.3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,3,0,0,1,0,1,0,0,0,0
580697.3,0,0,1,1,0,0,1,1,1,2,0,4,0,1,0,0,0,0,0,0,2,4,0,0,1,0,1,0,0,0,0
580797.3,2,0,2,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0
580897.3,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0
580997.3,1,0,1,1,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0
581097.3,0,0,0,1,1,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0
581197.3,0,0,0,0,0,0,0,1,3,4,0,1,0,1,0,0,0,0,0,0,4,4,0,0,1,0,1,0,0,0,0
581297.3,0,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
581397.3,0,0,0,1,0,0,0,1,3,1,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
581497.3,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0
581597.3,2,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0
581697.3,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
581797.3,0,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0
581897.3,0,2,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
581997.3,1,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0
582097.3,0,0,0,1,1,0,0,1,7,0,0,5,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0
582197.3,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
582297.3,0,0,1,1,2,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,4,2,0,0,4,1,2,0,0,0,0
582397.3,1,1,0,0,1,0,0,1,4,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0
582497.3,0,0,0,1,1,0,1,0,4,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0
582597.3,1,0,0,0,1,0,1,0,3,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
582697.3,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
582797.3,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0
582897.3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
582997.3,0,0,1,0,1,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
583097.3,0,0,0,0,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
583197.3,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
583297.3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0
583397.3,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
583497.3,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
583597.3,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
583697.3,0,1,1,0,2,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0
583797.3,0,0,2,2,1,1,1,0,1,6,0,0,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0
583897.3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
583997.3,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0
584097.3,0,0,0,0,0,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
584197.3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0
584297.3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0
584397.3,1,1,3,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0
584497.3,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
584597.3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,0,0
584697.3,0,1,0,0,0,0,1,0,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
584797.3,0,0,1,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
584897.3,0,0,1,0,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,4,0,0,0,0,0,0
584997.3,0,0,1,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
585097.3,0,1,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,2,0,1,0,0,0,0
585197.3,0,1,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0
585297.3,0,2,0,0,1,1,0,2,6,1,1,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,0,0,0
585397.3,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
585497.3,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0
585597.3,0,0,1,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0
585697.3,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,5,0,0,0,1,3,0,0,0,0
585797.3,1,2,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0
585897.3,0,1,0,0,2,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0
585997.3,0,2,0,1,3,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0
586097.3,0,0,0,1,1,0,0,0,4,2,0,0,0,2,0,1,0,0,0,0,3,4,0,0,2,0,0,0,0,0,0
586197.3,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0
586297.3,0,0,0,2,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
586397.3,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
